User_ID,Cust_name,Product_ID,Gender,Age_Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Avg_Order_Value
1004736,Mahima,P00058042,Female,18-25,25,1,Andhra Pradesh,Southern,Banking,Auto,4,23451,5862.75
1004037,Etezadi,P00190542,Male,51-55,54,1,Andhra Pradesh,Southern,Govt,Hand & Power Tools,2,23434,11717
1002340,James,P00119642,Female,36-45,39,1,Andhra Pradesh,Southern,Aviation,Auto,3,23389,7796.333333
1005664,Dean,P00111642,Female,18-25,20,0,Andhra Pradesh,Southern,Aviation,Auto,2,23365,11682.5
1002523,Aman,P00293342,Female,26-35,32,1,Andhra Pradesh,Southern,Food Processing,Auto,3,23326,7775.333333
1002503,Mousam,P00220042,Female,36-45,36,0,Andhra Pradesh,Southern,Automobile,Auto,2,23314,11657
1002638,Damala,P00346242,Female,26-35,35,1,Maharashtra,Western,Media,Auto,2,23306,11653
1004505,Daniels,P00080042,Female,51-55,55,1,Andhra Pradesh,Southern,Healthcare,Auto,4,23302,5825.5
1004957,Inderpreet,P00111842,Male,26-35,27,1,Jharkhand,Eastern,Govt,Auto,1,23285,23285
1005649,Sweta,P00238542,Male,18-25,20,1,Delhi,Central,Media,Auto,1,23281,23281
1004508,Phonely,P00048742,Female,26-35,32,0,Andhra Pradesh,Southern,Aviation,Auto,1,23270,23270
1002520,Mike,P00310342,Male,55+,72,1,Himachal Pradesh,Northern,Media,Auto,4,23267,5816.75
1003111,Dean,P00249542,Female,18-25,25,1,Andhra Pradesh,Southern,Banking,Auto,4,23252,5813
1000687,Neola,P00156442,Male,26-35,35,0,Kerala,Southern,Aviation,Auto,1,23247,23247
1003267,Trupti,P00144242,Male,26-35,30,1,Uttar Pradesh,Central,Banking,Hand & Power Tools,2,23246,11623
1001182,Zypern,P00122442,Male,0-17,16,0,Andhra Pradesh,Southern,Food Processing,Auto,4,23239,5809.75
1005383,Ellison,P0096942,Female,36-45,40,0,Andhra Pradesh,Southern,Aviation,Auto,2,23201,11600.5
1004303,Jane,P00201442,Female,26-35,35,1,Andhra Pradesh,Southern,Aviation,Auto,2,23185,11592.5
1005493,Stewart,P00036242,Male,36-45,45,1,Andhra Pradesh,Southern,Agriculture,Hand & Power Tools,3,23160,7720
1000728,Breyer,P00113942,Female,26-35,28,0,Andhra Pradesh,Southern,Banking,Auto,1,23154,23154
1002966,Jesslyn,P00121642,Male,26-35,32,1,Delhi,Central,Construction,Auto,3,23103,7701
1001726,Abhijit,P00105042,Female,26-35,32,0,Andhra Pradesh,Southern,Retail,Auto,4,23066,5766.5
1001404,Vineet,P00141842,Female,51-55,53,0,Andhra Pradesh,Southern,IT Sector,Auto,2,23053,11526.5
1005267,Elizabeth,P00115342,Female,36-45,43,1,Andhra Pradesh,Southern,IT Sector,Auto,3,23047,7682.333333
1003745,Shivani,P00220042,Male,26-35,29,0,Haryana,Northern,IT Sector,Stationery,2,21563,10781.5
1001884,Eugene,P00339042,Female,46-50,47,0,Delhi,Central,Textile,Stationery,1,21547,21547
1001804,Ishit,P00000642,Female,26-35,35,0,Delhi,Central,Lawyer,Stationery,1,21533,21533
1005359,Schwarz,P00302742,Female,18-25,22,1,Delhi,Central,Media,Stationery,1,21503,21503
1000151,Sujay,P00150342,Male,26-35,34,1,Karnataka,Southern,IT Sector,Stationery,2,21495,10747.5
1001389,Smriti,P00261542,Female,26-35,33,1,Delhi,Central,Agriculture,Stationery,3,21463,7154.333333
1002665,Champaklata,P00261842,Female,36-45,36,0,Delhi,Central,IT Sector,Stationery,4,21427,5356.75
1002496,Patil,P00114042,Female,51-55,52,0,Delhi,Central,IT Sector,Stationery,4,21423,5355.75
1001442,Atharv,P00145042,Male,18-25,18,1,Delhi,Central,Construction,Stationery,2,21401,10700.5
1000379,Thais,P00121642,Male,36-45,39,0,Maharashtra,Western,Healthcare,Stationery,3,21397,7132.333333
1003916,Surabhi,P00003242,Male,26-35,34,1,Delhi,Central,Agriculture,Stationery,4,21388,5347
1001687,Bruce,P00265242,Female,26-35,33,0,Maharashtra,Western,Govt,Stationery,4,21325,5331.25
1000423,Saurabh,P00046742,Male,18-25,21,0,Delhi,Central,Automobile,Stationery,2,21320,10660
1002395,Vaibhavi,P00220342,Female,36-45,38,1,Delhi,Central,Aviation,Stationery,2,21317,10658.5
1004728,Larry,P00037042,Female,26-35,28,0,Delhi,Central,IT Sector,Stationery,4,21293,5323.25
1005054,Parhena,P0096542,Female,36-45,37,0,Delhi,Central,Hospitality,Stationery,1,21266,21266
1004489,Pete,P00216742,Male,18-25,20,0,Delhi,Central,Construction,Stationery,1,21259,21259
1001865,Cyra,P00213742,Male,18-25,23,1,Kerala,Southern,Media,Stationery,2,21246,10623
1003022,Rozendal,P00130742,Female,26-35,34,0,Delhi,Central,Banking,Stationery,4,21218,5304.5
1001657,Jack,P00248442,Male,46-50,49,0,Andhra Pradesh,Southern,Govt,Stationery,2,21178,10589
1003751,Victor,P00129542,Male,36-45,38,1,Karnataka,Southern,Media,Stationery,1,21178,21178
1000179,Debra,P00261642,Female,26-35,30,0,Delhi,Central,Aviation,Stationery,4,21152,5288
1000438,Bhosale,P00182542,Female,18-25,25,0,Madhya Pradesh,Central,IT Sector,Tupperware,2,21079,10539.5
1003618,Keshav,P00248942,Male,18-25,19,1,Maharashtra,Western,Media,Tupperware,1,21058,21058
1003415,Arsheen,P00152742,Male,36-45,42,0,Delhi,Central,Hospitality,Stationery,1,21039,21039
1002485,Kaydos,P00302342,Female,36-45,38,1,Gujarat,Western,Media,Tupperware,3,21013,7004.333333
1001495,Fjeld,P00064042,Female,18-25,21,1,Delhi,Central,IT Sector,Stationery,4,21009,5252.25
1004607,Turumella,P00173342,Male,26-35,35,0,Delhi,Central,Govt,Stationery,4,20981,5245.25
1005316,Vernon,P00278642,Female,18-25,24,1,Kerala,Southern,Govt,Tupperware,4,20967,5241.75
1000461,Connell,P00142942,Male,51-55,52,1,Himachal Pradesh,Northern,Healthcare,Stationery,2,20965,10482.5
1000154,Shami,P00306042,Female,51-55,53,1,Karnataka,Southern,Textile,Footwear & Shoes,4,20965,5241.25
1000749,Flanagan,P00114342,Female,36-45,37,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,2,20963,10481.5
1006040,Pond,P00271242,Female,26-35,28,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20960,20960
1001284,O'Brian,P00157142,Male,46-50,50,0,Karnataka,Southern,Banking,Footwear & Shoes,3,20960,6986.666667
1004269,Namrata,P00345242,Female,36-45,40,0,Delhi,Central,Lawyer,Footwear & Shoes,1,20959,20959
1001496,Haushalter,P00067942,Female,26-35,35,1,Madhya Pradesh,Central,Chemical,Footwear & Shoes,1,20955,20955
1003007,Maurice,P00191942,Female,36-45,45,0,Delhi,Central,Banking,Stationery,4,20951,5237.75
1004715,Snel,P00217442,Female,26-35,35,0,Delhi,Central,Food Processing,Footwear & Shoes,3,20950,6983.333333
1000306,Patrick,P00303242,Female,18-25,18,0,Maharashtra,Western,Aviation,Tupperware,3,20949,6983
1000855,Sung,P00240042,Male,18-25,22,0,Delhi,Central,Automobile,Footwear & Shoes,3,20948,6982.666667
1001183,Mahima,P00084842,Female,36-45,43,1,Delhi,Central,Aviation,Footwear & Shoes,4,20945,5236.25
1005954,Charlotte,P00156242,Female,46-50,48,1,Karnataka,Southern,Automobile,Footwear & Shoes,2,20944,10472
1005627,Anubhaw,P00123142,Male,26-35,28,0,Delhi,Central,IT Sector,Stationery,1,20943,20943
1002165,Black,P00260442,Female,26-35,31,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20938,20938
1004416,Airdo,P00213742,Female,18-25,23,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,2,20933,10466.5
1000850,Bhawna,P00319942,Female,36-45,44,0,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,20932,6977.333333
1002888,Corey-Lock,P00255842,Female,26-35,34,0,Andhra Pradesh,Southern,Automobile,Tupperware,2,20930,10465
1001891,Akin,P00192542,Female,46-50,46,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,1,20929,20929
1001019,Neil,P00259142,Female,36-45,43,1,Delhi,Central,Govt,Footwear & Shoes,2,20928,10464
1002306,Lisha,P00084242,Male,18-25,21,1,Jharkhand,Eastern,Textile,Footwear & Shoes,3,20925,6975
1001179,Amlan,P00208742,Male,51-55,54,0,Delhi,Central,IT Sector,Footwear & Shoes,3,20920,6973.333333
1004957,Inderpreet,P00163442,Female,26-35,34,1,Delhi,Central,Healthcare,Footwear & Shoes,1,20914,20914
1004079,Fisher,P00284742,Female,36-45,44,1,Uttar Pradesh,Central,Agriculture,Footwear & Shoes,2,20914,10457
1002124,Linda,P00369042,Female,26-35,29,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20912,6970.666667
1004335,Aryan,P00075542,Female,36-45,38,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4,20912,5228
1000280,Kajal,P00216042,Female,51-55,55,0,Delhi,Central,Hospitality,Footwear & Shoes,2,20908,10454
1003311,Neola,P00142742,Female,26-35,26,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,20908,20908
1004161,Murray,P00345642,Female,46-50,46,0,Karnataka,Southern,Retail,Footwear & Shoes,4,20906,5226.5
1004285,Bhishm,P00315842,Male,36-45,38,0,Uttar Pradesh,Central,Food Processing,Footwear & Shoes,3,20900,6966.666667
1000445,Sukruta,P00114042,Female,46-50,47,0,Delhi,Central,Retail,Footwear & Shoes,1,20896,20896
1003265,Arti,P00184942,Female,26-35,35,0,Uttar Pradesh,Central,Food Processing,Stationery,1,20883,20883
1003396,Akshay,P00178242,Female,26-35,31,1,Delhi,Central,Textile,Footwear & Shoes,4,20875,5218.75
1002380,Swati,P00124642,Female,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20874,10437
1002059,Mathew,P00114142,Female,36-45,41,0,Karnataka,Southern,IT Sector,Footwear & Shoes,1,20874,20874
1001335,Kushal,P00108942,Female,36-45,42,0,Delhi,Central,IT Sector,Footwear & Shoes,1,20873,20873
1004838,Luxemburg,P00062842,Female,46-50,49,0,Delhi,Central,Lawyer,Footwear & Shoes,3,20870,6956.666667
1001015,Bharat,P00289942,Female,36-45,44,0,Delhi,Central,Chemical,Stationery,2,20867,10433.5
1000549,Sharda,P00113542,Female,26-35,31,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20865,10432.5
1001954,Steele,P00294542,Male,26-35,31,1,Jharkhand,Eastern,IT Sector,Footwear & Shoes,3,20863,6954.333333
1001912,Hazel,P00087442,Female,26-35,27,0,Bihar,Eastern,Automobile,Tupperware,3,20860,6953.333333
1003918,Shariari,P00334242,Female,26-35,32,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20855,6951.666667
1001896,Brittain,P00117142,Male,55+,66,0,Uttar Pradesh,Central,Govt,Footwear & Shoes,2,20853,10426.5
1002445,Shiva,P00184042,Female,26-35,28,0,Delhi,Central,Aviation,Stationery,4,20852,5213
1002279,Noah,P00368342,Female,51-55,52,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20850,5212.5
1002898,Kotsonis,P00309242,Female,18-25,19,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,4,20847,5211.75
1004277,Sanjay,P00315442,Female,36-45,45,1,Delhi,Central,Construction,Footwear & Shoes,2,20840,10420
1003576,Alejandro,P00101342,Male,51-55,53,1,Maharashtra,Western,Aviation,Footwear & Shoes,4,20837,5209.25
1003724,Devendra,P00232442,Female,36-45,36,0,Delhi,Central,Aviation,Footwear & Shoes,2,20833,10416.5
1003384,Sujay,P00033742,Female,36-45,41,1,Delhi,Central,Banking,Footwear & Shoes,4,20819,5204.75
1003051,Moren,P00288342,Female,18-25,22,0,Uttar Pradesh,Central,Govt,Tupperware,1,20816,20816
1003311,Neola,P00228142,Female,26-35,30,1,Karnataka,Southern,Hospitality,Footwear & Shoes,3,20815,6938.333333
1004782,Philippe,P00114942,Male,46-50,46,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,20815,20815
1003998,Patterson,P00232242,Female,46-50,47,0,Delhi,Central,IT Sector,Footwear & Shoes,4,20812,5203
1000284,George,P00034742,Female,26-35,29,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2,20807,10403.5
1000509,Rohan,P00278042,Female,26-35,28,0,Delhi,Central,Banking,Footwear & Shoes,2,20805,10402.5
1000838,Divyeshkumar,P00363542,Male,51-55,53,1,Gujarat,Western,Hospitality,Footwear & Shoes,4,20796,5199
1000838,Divyeshkumar,P00363542,Male,51-55,53,1,Rajasthan,Northern,Hospitality,Footwear & Shoes,2,20796,10398
1002060,Lynn,P00351042,Male,0-17,15,0,Bihar,Eastern,Healthcare,Footwear & Shoes,4,20788,5197
1000850,Bhawna,P00324342,Male,36-45,40,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20783,6927.666667
1005522,Mitch,P00179742,Female,26-35,35,1,Delhi,Central,Automobile,Footwear & Shoes,1,20770,20770
1005153,Ivan,P00190242,Female,26-35,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,20767,5191.75
1002122,Avila,P00161442,Female,36-45,40,0,Karnataka,Southern,Aviation,Footwear & Shoes,1,20767,20767
1000984,Ben,P00248142,Female,51-55,52,0,Madhya Pradesh,Central,IT Sector,Tupperware,2,20757,10378.5
1005220,Amlan,P00209842,Female,26-35,27,1,Delhi,Central,Aviation,Footwear & Shoes,2,20752,10376
1001202,Diwakar,P00205442,Female,36-45,45,0,Delhi,Central,IT Sector,Footwear & Shoes,2,20752,10376
1006014,Sharelle,P00183142,Female,46-50,48,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20751,5187.75
1005111,Amisha,P00177842,Female,36-45,38,0,Uttar Pradesh,Central,Media,Footwear & Shoes,4,20751,5187.75
1004227,William,P00059242,Female,26-35,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20745,6915
1001331,Foulston,P00248942,Female,46-50,47,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,4,20745,5186.25
1004937,Ferrer,P00112842,Female,36-45,40,1,Uttar Pradesh,Central,Media,Footwear & Shoes,2,20744,10372
1005600,Muskan,P00085242,Male,46-50,47,0,Haryana,Northern,Automobile,Tupperware,1,20739,20739
1000791,Stuart,P00127842,Male,36-45,44,1,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20739,10369.5
1003888,Beth,P00242742,Female,46-50,46,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20729,10364.5
1006016,Sauptik,P00183742,Female,46-50,50,0,Delhi,Central,Aviation,Footwear & Shoes,4,20714,5178.5
1000604,Pistek,P00304642,Female,46-50,49,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4,20712,5178
1000173,Muhammed,P00057642,Female,26-35,29,1,Uttar Pradesh,Central,Banking,Tupperware,1,20707,20707
1004284,Piyam,P00032042,Female,51-55,53,0,Karnataka,Southern,Healthcare,Footwear & Shoes,1,20705,20705
1002994,Hemant,P00000142,Female,36-45,42,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,2,20691,10345.5
1004016,Dowd,P00123842,Male,51-55,51,1,Uttar Pradesh,Central,Aviation,Furniture,3,20689,6896.333333
1005788,Bixby,P00130642,Female,26-35,26,1,Karnataka,Southern,Banking,Footwear & Shoes,2,20688,10344
1001184,Brandow,P00146342,Male,26-35,30,0,Maharashtra,Western,Media,Footwear & Shoes,4,20678,5169.5
1000053,Howell,P00120442,Female,26-35,33,1,Karnataka,Southern,Aviation,Footwear & Shoes,4,20677,5169.25
1002511,Ananya,P00148642,Male,26-35,34,0,Kerala,Southern,Chemical,Furniture,1,20677,20677
1004377,Sibella,P00298942,Male,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20676,6892
1005481,Wale,P00277642,Female,46-50,46,0,Maharashtra,Western,Govt,Furniture,1,20673,20673
1003940,Kritika,P00159442,Female,36-45,36,1,Karnataka,Southern,Automobile,Footwear & Shoes,1,20669,20669
1000687,Neola,P00344542,Male,26-35,26,0,Delhi,Central,Chemical,Tupperware,4,20668,5167
1000889,Parth,P00021842,Female,46-50,50,1,Delhi,Central,Lawyer,Footwear & Shoes,1,20668,20668
1000167,Brooke,P00322142,Male,26-35,32,0,Maharashtra,Western,Food Processing,Furniture,2,20666,10333
1004972,Barcio,P00249542,Female,36-45,38,0,Karnataka,Southern,Banking,Footwear & Shoes,3,20665,6888.333333
1003094,Pelletier,P00223642,Female,36-45,41,1,Karnataka,Southern,Retail,Footwear & Shoes,1,20664,20664
1000157,Michelle,P00117842,Female,36-45,43,0,Karnataka,Southern,Automobile,Footwear & Shoes,3,20661,6887
1001015,Bharat,P00109842,Male,36-45,40,0,Delhi,Central,Food Processing,Footwear & Shoes,3,20660,6886.666667
1003468,Divyansh,P00059442,Female,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20659,10329.5
1002251,Raglin,P00337442,Female,36-45,36,1,Delhi,Central,Media,Footwear & Shoes,1,20659,20659
1005014,Kajal,P00122442,Female,46-50,50,0,Karnataka,Southern,IT Sector,Tupperware,1,20659,20659
1003085,Natalie,P00267542,Female,26-35,32,0,Delhi,Central,IT Sector,Footwear & Shoes,4,20657,5164.25
1004112,Mrunal,P00190242,Female,46-50,47,1,Delhi,Central,Hospitality,Footwear & Shoes,3,20654,6884.666667
1002592,Nikita,P00356842,Female,51-55,51,0,Maharashtra,Western,Media,Tupperware,2,20644,10322
1001298,Siddharth,P00349142,Female,36-45,36,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,1,20642,20642
1002537,Cindy,P00359242,Male,36-45,42,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4,20641,5160.25
1000971,Savi,P00016542,Female,26-35,32,1,Uttar Pradesh,Central,Retail,Footwear & Shoes,1,20628,20628
1001103,Yaanvi,P00334242,Male,46-50,48,0,Delhi,Central,IT Sector,Tupperware,1,20627,20627
1003081,Kalyani,P00218642,Female,26-35,32,0,Uttarakhand,Central,Food Processing,Furniture,1,20623,20623
1002164,McCrossin,P00110942,Male,36-45,41,0,Himachal Pradesh,Northern,Banking,Furniture,4,20622,5155.5
1003635,Calhoun,P00273042,Female,51-55,54,0,Delhi,Central,Retail,Footwear & Shoes,4,20620,5155
1001030,Selesnick,P00162442,Female,26-35,33,0,Karnataka,Southern,Chemical,Footwear & Shoes,4,20619,5154.75
1001029,Parakh,P00317842,Female,26-35,30,0,Karnataka,Southern,Lawyer,Footwear & Shoes,3,20615,6871.666667
1003311,Neola,P00180442,Female,26-35,29,0,Delhi,Central,IT Sector,Footwear & Shoes,3,20608,6869.333333
1003416,Vaibhavi,P00100642,Female,26-35,27,1,Uttarakhand,Central,Media,Furniture,4,20608,5152
1004573,Cari,P00071442,Male,51-55,51,1,Haryana,Northern,Aviation,Furniture,4,20607,5151.75
1004179,Sink,P00100842,Male,36-45,43,1,Karnataka,Southern,Textile,Furniture,1,20607,20607
1005661,Geld,P00148042,Male,26-35,31,0,Maharashtra,Western,Healthcare,Tupperware,1,20606,20606
1001736,Martinez,P00227942,Male,55+,72,1,Uttar Pradesh,Central,Textile,Footwear & Shoes,2,20603,10301.5
1003401,Ameesha,P00120342,Female,36-45,39,0,Maharashtra,Western,IT Sector,Footwear & Shoes,2,20602,10301
1001835,Jamie,P00180642,Female,26-35,31,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20600,5150
1002899,McCarthy,P00193642,Male,36-45,42,1,Karnataka,Southern,Automobile,Footwear & Shoes,1,20600,20600
1002860,Chad,P00033942,Female,36-45,40,0,Delhi,Central,IT Sector,Footwear & Shoes,1,20598,20598
1004362,Prichep,P00015742,Female,26-35,26,1,Karnataka,Southern,Chemical,Footwear & Shoes,3,20598,6866
1001147,Lanier,P00296642,Female,26-35,27,0,Kerala,Southern,IT Sector,Tupperware,3,20598,6866
1004953,Sukrith,P00015542,Female,36-45,39,0,Kerala,Southern,Healthcare,Furniture,3,20595,6865
1005884,Elliston,P00112542,Female,18-25,25,1,Kerala,Southern,Banking,Furniture,2,20594,10297
1002765,Bergman,P00127942,Female,51-55,55,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20589,10294.5
1005140,Arthur,P00157642,Female,26-35,29,0,Delhi,Central,Healthcare,Footwear & Shoes,1,20588,20588
1004161,Murray,P00265242,Female,46-50,50,1,Uttar Pradesh,Central,Banking,Furniture,1,20588,20588
1003697,Toch,P00250342,Female,26-35,30,0,Delhi,Central,Banking,Footwear & Shoes,4,20586,5146.5
1002041,Dahlen,P00115142,Male,26-35,31,1,Madhya Pradesh,Central,Banking,Furniture,3,20586,6862
1003726,Randy,P00274042,Female,26-35,34,1,Karnataka,Southern,Lawyer,Footwear & Shoes,2,20581,10290.5
1001803,Pradeep,P00249642,Female,26-35,33,1,Maharashtra,Western,Chemical,Footwear & Shoes,2,20579,10289.5
1005814,Aayushi,P00113442,Male,26-35,30,1,Karnataka,Southern,IT Sector,Furniture,4,20573,5143.25
1004901,Aparajita,P00120242,Female,26-35,29,0,Delhi,Central,Banking,Footwear & Shoes,4,20572,5143
1003958,Arsheen,P0096942,Female,46-50,49,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3,20570,6856.666667
1003563,Becky,P00249842,Female,26-35,34,0,Kerala,Southern,Healthcare,Furniture,4,20570,5142.5
1002793,Aniket,P00207742,Female,36-45,42,1,Maharashtra,Western,Govt,Tupperware,3,20569,6856.333333
1003283,Gute,P00233542,Male,36-45,38,1,Delhi,Central,Textile,Footwear & Shoes,3,20566,6855.333333
1001941,Gopal,P00184942,Male,36-45,26,1,Delhi,Central,Chemical,Footwear & Shoes,4,20559,5139.75
1004279,Soumya,P00032142,Female,26-35,28,1,Uttar Pradesh,Central,Banking,Furniture,1,20558,20558
1001181,Cathy,P00278642,Female,36-45,40,1,Delhi,Central,Media,Footwear & Shoes,1,20553,20553
1003211,Jason,P00211242,Male,51-55,54,0,Gujarat,Western,Construction,Furniture,4,20550,5137.5
1000216,Gjertsen,P00323042,Female,46-50,47,1,Delhi,Central,Aviation,Footwear & Shoes,2,20549,10274.5
1003618,Keshav,P00233442,Male,18-25,19,0,Bihar,Eastern,Aviation,Footwear & Shoes,2,20548,10274
1004354,Zydlo,P00153142,Female,36-45,41,0,Delhi,Central,Govt,Footwear & Shoes,3,20547,6849
1000793,Staavos,P00068042,Male,36-45,41,0,Karnataka,Southern,Healthcare,Furniture,1,20546,20546
1003690,Fein,P0099242,Female,18-25,24,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4,20544,5136
1004122,Aastha,P00118142,Female,18-25,23,0,Kerala,Southern,Hospitality,Furniture,1,20543,20543
1003503,Lloyd,P00344842,Female,18-25,25,0,Madhya Pradesh,Central,Govt,Furniture,3,20540,6846.666667
1002852,Harshita,P00123142,Female,26-35,29,0,Delhi,Central,Media,Footwear & Shoes,2,20537,10268.5
1001004,Kirkland,P00036342,Male,26-35,34,0,Delhi,Central,Retail,Footwear & Shoes,1,20536,20536
1000390,Trafton,P00319042,Male,26-35,29,0,Haryana,Northern,Automobile,Footwear & Shoes,4,20536,5134
1003099,Shahid,P00127542,Female,26-35,26,0,Karnataka,Southern,Aviation,Footwear & Shoes,2,20536,10268
1002201,Dodson,P00127642,Female,55+,83,1,Madhya Pradesh,Central,Govt,Furniture,1,20533,20533
1002271,Redmond,P00193542,Female,51-55,55,0,Gujarat,Western,Aviation,Tupperware,1,20529,20529
1004327,Payne,P00153842,Female,36-45,37,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,20525,5131.25
1001835,Jamie,P00304942,Female,26-35,34,1,Delhi,Central,Chemical,Footwear & Shoes,4,20516,5129
1003475,Cousins,P00227942,Male,26-35,29,1,Andhra Pradesh,Southern,IT Sector,Footwear & Shoes,4,20515,5128.75
1001613,Eva,P00173342,Female,18-25,23,1,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1,20512,20512
1005680,Mary,P00277642,Female,51-55,51,1,Delhi,Central,Food Processing,Footwear & Shoes,1,20511,20511
1004979,Kennedy,P00346042,Female,36-45,39,1,Karnataka,Southern,Media,Footwear & Shoes,1,20509,20509
1004819,Swetha,P00269642,Female,36-45,41,1,Delhi,Central,Automobile,Footwear & Shoes,1,20508,20508
1003580,Maxwell,P00018042,Male,18-25,20,1,Telangana,Southern,Healthcare,Footwear & Shoes,1,20508,20508
1001861,Eno,P00295842,Female,51-55,52,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,2,20508,10254
1001618,Eugene,P00109742,Male,51-55,53,0,Andhra Pradesh,Southern,Food Processing,Footwear & Shoes,4,20505,5126.25
1002330,Sumeet,P00129842,Female,46-50,48,0,Delhi,Central,Aviation,Footwear & Shoes,4,20503,5125.75
1004013,Michelle,P00182242,Female,26-35,31,1,Karnataka,Southern,Chemical,Footwear & Shoes,2,20502,10251
